source_id,canonical_id,title,authors,year,doi,arxiv_id,sha256,metadata_status,role,scope_note,pdf_version,pdf_version_date,source_url,venue,bib_type,local_evidence_filename
WF-0292,WF-0292,VisCritic: Visual State Comparison as Process Reward for GUI Agents,Jiachen Qian,2026,,2606.24525,b7c3b7a0d17fad3f54821eba853a56f1f2fc7506a8589a871027356844f416f9,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.24525v1,23 Jun 2026,https://arxiv.org/abs/2606.24525v1,,misc,REC-000292.pdf
WF-0298,WF-0298,What Memory Do GUI Agents Really Need? From Passive Records to Active Task-Driving States,Chen Liu and Ling Chen and Hanzhang Zhou and Xu Zhang and Quyu Kong and Panrong Tong and Wenhao Wang and Xin Yu and Steven Hoi and Yue Wang,2026,,2606.31612,cdd01f44574d677bb9ed43c588e9c037159cc7d54eab15392b42806780f69bb8,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2606.31612v2,2 Jul 2026,https://arxiv.org/abs/2606.31612v2,,misc,REC-000298.pdf
WF-0299,WF-0299,Scalable Behaviour Cloning on Browser Using via Skill Distillation,Kaisen Yang and Zheng Jiang and Yuzhao Peng and Houde Qian and Boshi Zhang and Youjie Zheng and Shijin Hong and Qingle Liu and Ruoyu Han and Bohan Lyu and Bingxiang He and Eren Cai and Calvin Xiao and Qinhuai Na,2026,,2606.32014,3ce43e7ed3f225498c8287fa15dd90607e1b88194beeb39540d3e6305ec2aa0e,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.32014v1,30 Jun 2026,https://arxiv.org/abs/2606.32014v1,,misc,REC-000299.pdf
WF-0300,WF-0300,A Task-State Representation for Long-Horizon Mobile GUI Agents,Yujie Zheng and Zikang Liu and Xin Zhao and Ji-Rong Wen,2026,,2607.00502,c193c07ad4006f8a86b1b19ad0d678322af841348821195ed832585d290cb1b3,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2607.00502v1,1 Jul 2026,https://arxiv.org/abs/2607.00502v1,,misc,REC-000300.pdf
WF-0306,WF-0306,PersonaTrail: Benchmarking Personalized Web Agents through Browsing Trails,Seungbin Yang and Chaewoon Ki and Dohyun Lee and Jaegul Choo and ChaeHun Park,2026,,2607.20482,f6e84acafe1eaf3c75db3ade84a324fa15a37331851305c4c063085ee89d7180,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2607.20482v2,4 Aug 2026,https://arxiv.org/abs/2607.20482v2,,misc,REC-000306.pdf
WF-0307,WF-0307,Beyond Sequential Interaction: Benchmarking Parallel Execution and Coordination for GUI Agents,Zedong Yu and Qianxing Li and Zhi Gao and Liuyu Xiang and Chenrui Shi and Yang Liu and Huiming Wu and Yujie Wei and Yuhao Fei and Yubo Fu and Zhaofeng He,2026,,2607.22689,4ef28f4c9d0a30d2c859487e0bb70020c8f2a77af98180e7caad34e7ef6fd37e,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2607.22689v1,17 Jul 2026,https://arxiv.org/abs/2607.22689v1,,misc,REC-000307.pdf
WF-0308,WF-0308,"StateAct: Program State, before Pixels, for Long-Horizon Computer-Use Agents",Yan Yang and Xiangru Jian and Ziyang Luo and Zirui Zhao and Yutong Dai and Ziji Shi and Hanshu Yan and Jun Hao Liew and Silvio Savarese and Junnan Li,2026,,2607.22798,1633a6d17ff622dca46d1ac44471b25355d6772d19d213ea7832b699dd8844d2,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2607.22798v1,24 Jul 2026,https://arxiv.org/abs/2607.22798v1,,misc,REC-000308.pdf
WF-0310,WF-0310,Falsifiable Commitment Planning for Self-Correcting Web Agents,Guangyi Liu and Huan Zhao and Quanming Yao,2026,,2607.24167,88795d0f0e1b74151dd158153dc8872d30541ed06dae8f332333801fe81bc620,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2607.24167v1,27 Jul 2026,https://arxiv.org/abs/2607.24167v1,,misc,REC-000310.pdf
WF-0313,WF-0313,Qwen-UI-Agent Technical Report: Toward Next-Generation Real-World Centric Foundation GUI Agents,Hanzhang Zhou and Panrong Tong and Xu Zhang and Quyu Kong and Chenglin Cai and Tianyu Xia and Gongjie Zhang and Jianan Zhang and Long Li and Long Chen and Lei Wang and Gaole Dai and Pengxiang Li and Liangyu Chen and Yue Wang and Steven Hoi,2026,,2607.28227,705de6c54fa4eec0e5f81792cd323695e1d0274333886973cbad82d3c436fdb0,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2607.28227v1,30 Jul 2026,https://arxiv.org/abs/2607.28227v1,,misc,REC-000313.pdf
WF-0317,WF-0317,"FocusMem: Factorizing Content, Readout, and Trust in Latent GUI Memory",Zhuoran Zhang and Bowen Li and Jingcheng Ju and Yang Shi and Qixun Wang and Haotian Wang and Wei Chen and Tengjiao Wang,2026,,2608.04530,fd6a18c2634ad9d19035e2b53fb7b69f3ada352cbba9c8c08e2ee84fe61d7854,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2608.04530v1,5 Aug 2026,https://arxiv.org/abs/2608.04530v1,,misc,REC-000317.pdf
WF-0319,WF-0319,Activity Frames: Deterministic Screen-Activity Compilation for Agent Memory and Replay,Nossa Iyamu,2026,,2608.05784,7847cb6bd8aa64672ed0f3983312dabeb1db5e126a1aebfec1571c7c920e1602,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2608.05784v1,6 Aug 2026,https://arxiv.org/abs/2608.05784v1,,misc,REC-000319.pdf
WF-0325,WF-0325,SkillLens: Visual Skill Cards for Retrieval-Augmented GUI Action Prediction and On-Policy Distillation,Zhou Liu and Ligang Huang and Zeli Su and Zewei Pan and Zhaoyang Han and Xing Chen and Yuanfeng Song and Wentao Zhang,2026,,2608.10775,40cb648eba3d0e802402d06cd075f3c16e70722798d81a4bac1e52b75fbf0be2,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2608.10775v1,11 Aug 2026,https://arxiv.org/abs/2608.10775v1,,misc,REC-000325.pdf
WF-0328,WF-0328,Wuying-Browser-Agent: Real-World Centric Fundamental Long-Horizon Browser Agents, AIMAE Team and Tianxiang Chen and Yan Cheng and Zhangye Han and Xiaowei Li and Chang Liu and Cheng Liu and Zhongqiang Ma and Long Peng and Xiaobing Tu and Yinggui Wang and Hongliang Wei and Chen Wu and Daiping Xin and Kunyu Zhou and Pengyang Zhou and Peiyuan Chen and Ziyuan Chen and Yutao Deng and Chunyu Dong and Xiangyu Fu and Yicheng Feng and Ruian He and Haochen Li and Miancan Liu and Zhengqin Liu and Wei Peng and Jinkui Ren and Haoyu Tan and Dong Xiao and Rongkun Xue and Shujian Yang and Xianhang Ye and Ziqi Yuan and Ziyang Yu and Linghan Zhang and Xiantao Zhang and Xuanpu Zhao and Yinan Zhao and Zhenghui Zhao and Bin Zhu and Likai Zou,2026,,2608.17319,a08a55bf3f4aef6957dc7467a488a7e97f770ef912c548e4e82871903bbd3fee,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2608.17319v1,18 Aug 2026,https://arxiv.org/abs/2608.17319v1,,misc,REC-000328.pdf
WF-0332,WF-0332,CONTRAMEM: Learning Self-Evolving Procedural Memory from Contrasting Multi-Model Trajectories,Zheyuan Deng and Binghang Lu and Hanqi Feng and Shirley Huang and Dianzhuo Wang and Yuanda Xu and Zhiwei Zhang and Yige Sun and Changhong Mou and Runyu Zhang and Yuexing Hao and Barnabas Poczos and Xiaomin Li,2026,,2608.22533,361e52cb63a689ad8c918c4432af671e52de237fcba052137d3c705cec0e3f77,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2608.22533v1,23 Aug 2026,https://arxiv.org/abs/2608.22533v1,,misc,REC-000332.pdf
WF-0333,WF-0333,CausalCache: Conditional High-Fidelity Restoration for Long-Horizon GUI Agents,Jiaxuan Luo and Zhanfeng Liao and Jiayao Teng and Yuan Wang,2026,,2608.22577,434583b39cbefd6132f464cb68a833252837714da3f077291467640d67b87801,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2608.22577v2,25 Aug 2026,https://arxiv.org/abs/2608.22577v2,,misc,REC-000333.pdf
WF-0334,WF-0334,MobilePA-Bench: Benchmarking Mobile Planner Agents on Complex Real-World Tasks,Yi Zhu and Xiongwei Wu and Qiyi Wang and Tingyu Qu and Jiajun Liu and Sihan Cao and Long Chen and Weigao Sun and Feida Zhu and Yiran Zhong and Steven Hoi,2026,,2608.23035,16d4d13dd76fa2fc4a8557fecd186ec1512bbe10fe138eb7884c5ab28c11c116,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2608.23035v2,25 Aug 2026,https://arxiv.org/abs/2608.23035v2,,misc,REC-000334.pdf
WF-0336,WF-0336,Task-Adaptive Rubrics for GUI Reward Modeling,Tao Xiong and Xavier Hu and Wenkai Wang and Qinzhuo Wu and Changqiao Wu and Pengzhi Gao and Wei Liu and Jian Luan and Shengyu Zhang,2026,,2608.24174,8657394eb615cc4981c7c2828d92e870158d9be3d6f2596bb2950c47aa322477,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2608.24174v1,25 Aug 2026,https://arxiv.org/abs/2608.24174v1,,misc,REC-000336.pdf
WF-0339,WF-0339,Large Language Models Empowered Personalized Web Agents,Hongru Cai and Yongqi Li and Wenjie Wang and Fengbin Zhu and Xiaoyu Shen and Wenjie Li and Tat-Seng Chua,2025,10.1145/3696410.3714842,,8b02d10923002b2792f085eb5db3d68382b6d924ccd08045b22639cb2feedfd5,crossref_identity_checked,component_diagnostic,原文 PDF p.4 明确纯函数化 Web 环境；个性化背景，不纳入 GUI 机制矩阵,local_pdf_sha256,not_applicable_or_unresolved,https://doi.org/10.1145/3696410.3714842,Proceedings of the ACM on Web Conference 2025,inproceedings,REC-000339.pdf
WF-0346,WF-0346,Beyond Static GUI Agent: Evolving LLM-based GUI Testing via Dynamic Memory,Mengzhuo Chen and Zhe Liu and Chunyang Chen and Junjie Wang and Yangguang Xue and Boyu Wu and Yuekai Huang and Libin Wu and Qing Wang,2025,10.1109/ase63991.2025.00135,,5229b3e185931db076c1109ecdaff12c18945201ea0dc13d45976a900eb73d10,crossref_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,local_pdf_sha256,not_applicable_or_unresolved,https://doi.org/10.1109/ase63991.2025.00135,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),inproceedings,REC-000346.pdf
WF-0348,WF-0348,AgentExplorer: Parallel Online Exploration for Enhancing On-Device Mobile GUI Agents,R. Huang and  X. Ouyang,2026,10.1109/fmsys72110.2026.00011,,6cb6ce176841c52a907afa9a02449f8c516af318f67ad67ed4890452b7bd7714,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000348.pdf
WF-0350,WF-0350,WebSurfer: Enhancing LLM Agents with Web-Wise Feedback for Web Navigation,D. Hu and  J. Ge and  W. Tang and  G. Li and  L. Li and  B. Wu,2025,10.1109/icassp49660.2025.10889961,,ae346339d5a0675ab8b820ca6d304e6129da469d3547933090f1fca2411b13f3,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000350.pdf
WF-0351,WF-0351,BEAP-Agent: Backtrackable Execution and Adaptive Planning for GUI Agents,Ziyu Lu and Tengjin Weng and Yiying Yang and Yuhang Zhao and Xinxin Huang and Wenhao Jiang,2026,10.1109/icassp55912.2026.11464343,,34fa38d3cba0c83a0de5aa7ff8ae85ea3e5a4e4cbab7ea49dd2fcc365bf2f846,crossref_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,https://doi.org/10.1109/icassp55912.2026.11464343,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",inproceedings,REC-000351.pdf
WF-0364,WF-0364,Intent-Driven Mobile GUI Testing with Autonomous Large Language Model Agents,"Yoon, Juyeon and  Feldt, Robert and  Yoo, Shin",2024,10.1109/icst60714.2024.00020,,b04041af0c7d81047eda99a764715dad74a6396bc045ca4577917119b85aeeae,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000364.pdf
WF-0371,WF-0371,Log2Plan: An Adaptive GUI Automation Framework Integrated with Task Mining Approach,"Lee, Seoyoung and  Yoon, Seobin and  Lee, Seongbeen and  Kim, Hyesoo and  Sim, Joo Yong",2025,10.1145/3746059.3747663,,f26795bb6794c5318d94aa1377cc46bb229f64b4503168f7a00de98e9c54d4d0,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000371.pdf
WF-0372,WF-0372,"A Platform-Aware Survey of Execution, Verification, and Risk of Graphical User Interface Agents","Wu, Yu and  Yang, Yi",2026,10.1631/eng.itee.2026.0103,,b3aa9b50e4963737d97224c61489fcb72197bd3fc4f428ef2b04a39aa1f54556,local_metadata_pending,secondary_context,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000372.pdf
WF-0373,WF-0373,Graph-Structured Persistent Memory for Efficient LLM-Based Computer Use Agents,Danylo Vorvul and Andrii Musienko and Iryna Galchenko and Mykola Myroniuk and Andrii Sobchuk,2026,10.3390/axioms15060415,,9d7b0429f24e7a7de118a6878278ec78137cc9edf83cb77b6c049c828704f290,crossref_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,local_pdf_sha256,not_applicable_or_unresolved,https://doi.org/10.3390/axioms15060415,Axioms,article,REC-000373.pdf
WF-0389,WF-0389,VLM Agents Generate Their Own Memories: Distilling Experience into Embodied Programs of Thought,"Sarch, Gabriel and  Jang, Lawrence and  Tarr, Michael J. and  Cohen, William W. and  Marino, Kenneth and  Fragkiadaki, Katerina",2024,,2406.14596,fe6e17dc31e0631ce8afc73e82ae53ad50a5579e15d3fb2e99bd0464a4164ad1,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2406.14596v6,18 Sep 2025,,,misc,REC-000389.pdf
WF-0390,WF-0390,Windows Agent Arena: Evaluating Multi-Modal OS Agents at Scale,"Bonatti, Rogerio and  Zhao, Dan and  Bonacci, Francesco and  Dupont, Dillon and  Abdali, Sara and  Li, Yinheng and  Lu, Yadong and  Wagle, Justin and  Koishida, Kazuhito and  Bucker, Arthur and  Jang, Lawrence and  Hui, Zack",2025,,2409.08264,fbd0821e72620273a47c4c5366bb4283cd88ed2d909ca77c96b58839e95e9b7e,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2409.08264v2,13 Sep 2024,,,misc,REC-000390.pdf
WF-0392,WF-0012,GuardAgent: Safeguard LLM Agents by a Guard Agent via Knowledge-Enabled Reasoning,Zhen Xiang and Linzhi Zheng and Yanjie Li and Junyuan Hong and Qinbin Li and Han Xie and Jiawei Zhang and Zidi Xiong and Chulin Xie and Carl Yang and Dawn Song and Bo Li,2024,,2406.09187,845a62cfc19be17894280e71e1669fdd3de5715ac8f9f41ef0206db941eb7d38,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2406.09187v3,29 May 2025,https://arxiv.org/abs/2406.09187v3,,misc,REC-000392.pdf
WF-0395,WF-0395,MemAgent: A cache-inspired framework for augmenting conversational Web Agents with task-specific information,Nazmus Sakib and Protoy Barai and Sifat Ishmam Parisa and Anindya Iqbal,2025,,,442e3533aaed152be80d1e201444767c3515efadeb62ee064f7dbbbfa06cc01f,publisher_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,local_pdf_sha256,not_applicable_or_unresolved,https://ceur-ws.org/Vol-4028/paper8.pdf,From Objects to Agents 2025,inproceedings,REC-000395.pdf
WF-0413,WF-0413,AgentProg: Empowering Long-Horizon GUI Agents with Program-guided Context Management,"Tian, Shizuo and  Wen, Hao and  Chen, Yuxuan and  Liu, Jiacheng and  Zhao, Shanhui and  Liu, Guohong and  Ren, Ju and  Liu, Yunxin and  Li, Yuanchun",2026,10.1145/3745756.3809245,,3f84605e4ac56316058820988acfa087f62d8dc3bdb9f7d3d03b34f316ee0989,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000413.pdf
WF-0419,WF-0419,"WAB: Overcoming Memory, Network, and Security Walls in Native Agentic Browsers with WebAssembly","Liu, Mugeng and  Li, Shuoqi and  Yang, Qi and  Ma, Yun",2026,10.1145/3774905.3795093,,e1fcf52380827e7676b3ae35c3126e4b2a1e4468956582610d3c0df160b9538f,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000419.pdf
WF-0430,WF-0430,Agent-SAMA: State-Aware Mobile Assistant,"Guo, Linqiang and  Liu, Wei and  Heng, Yi Wen and  Chen, Tse-Hsun and  Wang, Yang",2026,10.1609/aaai.v40i35.40187,,5197d26f4a9082219685d7ba66b25cb1e047185250efff5906af01f50ff83571,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000430.pdf
WF-0431,WF-0431,History-Aware Reasoning for GUI Agents,"Wang, Ziwei and  Yang, Leyang and  Tang, Xiaoxuan and  Zhou, Sheng and  Chen, Dajun and  Jiang, Wei and  Li, Yong",2026,10.1609/aaai.v40i43.40966,,6b89bc347724e6c5d022ec07ed3d3465b601bbf7e113d58688faab6f2cb1b24c,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000431.pdf
WF-0433,WF-0433,On the Multi-turn Instruction Following for Conversational Web Agents,Yang Deng and Xuan Zhang and Wenxuan Zhang and Yifei Yuan and See-Kiong Ng and Tat-Seng Chua,2024,10.18653/v1/2024.acl-long.477,,ed109a774e62acb8c37700cbd6e8df6ec0de48937b0043407b532cd1e2b85b91,crossref_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,https://doi.org/10.18653/v1/2024.acl-long.477,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),inproceedings,REC-000433.pdf
WF-0439,WF-0439,"R2D2: Remembering, Replaying and Dynamic Decision Making with a Reflective Agentic Memory","Huang, Tenghao and  Basu, Kinjal and  Abdelaziz, Ibrahim and  Kapanipathi, Pavan and  May, Jonathan and  Chen, Muhao",2025,10.18653/v1/2025.acl-long.1464,,74d3eaef728f5a2f2c21cc467a6dd2f4de6909856db87d605ad9f876155f682d,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000439.pdf
WF-0441,WF-0441,GUI-explorer: Autonomous Exploration and Mining of Transition-aware Knowledge for GUI Agent,"Xie, Bin and  Shao, Rui and  Chen, Gongwei and  Zhou, Kaiwen and  Li, Yinchuan and  Liu, Jie and  Zhang, Min and  Nie, Liqiang",2025,10.18653/v1/2025.acl-long.282,,3462575ce23dad5a127c5edbfe31cf70fe574328d4f11732bb105d8d49d8714d,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000441.pdf
WF-0443,WF-0443,Browsing Like Human: A Multimodal Web Agent with Experiential Fast-and-Slow Thinking,"Luo, Haohao and  Kuang, Jiayi and  Liu, Wei and  Shen, Ying and  Luan, Jian and  Deng, Yang",2025,10.18653/v1/2025.acl-long.697,,e8eb5cb45a7c7e77a521b7a7e36c22c26573d18b443bd23a51971cf5c5e23b95,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000443.pdf
WF-0450,WF-0450,MMInA: Benchmarking Multihop Multimodal Internet Agents,"Tian, Shulin and  Zhang, Ziniu and  Chen, Liangyu and  Liu, Ziwei",2025,10.18653/v1/2025.findings-acl.703,,1295b51e37abc2b4147cef166cc31e5c6a5e4df47ef1c394df7d3af84a9dcc81,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000450.pdf
WF-0451,WF-0451,LiteWebAgent: The Open-Source Suite for VLM-Based Web-Agent Applications,"Zhang, Danqing and  Rama, Balaji and  Ni, Jingyi and  He, Shiying and  Zhao, Fu and  Chen, Kunyu and  Chen, Arnold and  Cao, Junyu",2025,10.18653/v1/2025.naacl-demo.36,,be1dba5e3631dc4dd89650458056543cc8f090a532a9906dd6ca480663b81ad4,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000451.pdf
WF-0452,WF-0452,MOBA: Multifaceted Memory-Enhanced Adaptive Planning for Efficient Mobile Task Automation,"Zhu, Zichen and  Tang, Hao and  Li, Yansi and  Liu, Dingye and  Xu, Hongshen and  Lan, Kunyao and  Zhang, Danyang and  Jiang, Yixuan and  Zhou, Hao and  Wang, Chenrun and  Zhang, Situo and  Sun, Liangtai and  Wang, Yixiao and  Sun, Yuheng and  Chen, Lu and  Yu, Kai",2025,10.18653/v1/2025.naacl-demo.43,,058b355c2e1f3342d560e49c6c02f574cef653e104c546b8e7434a8941989b58,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000452.pdf
WF-0455,WF-0455,WebRollback: Enhancing Web Agents with Explicit Rollback Mechanisms,"Zhang, Zhisong and  Fang, Tianqing and  Ma, Kaixin and  Yu, Wenhao and  Zhang, Hongming and  Mi, Haitao and  Yu, Dong",2026,10.18653/v1/2026.eacl-short.12,,da04494b682ed3fbcccc93896aae3137132be6df0dac56d73e0a49e21a1d5061,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000455.pdf
WF-0460,WF-0460,IntentCUA: Learning Intent-level Representations for Skill Abstraction and Multi-Agent Planning in Computer-Use Agents,"Lee, Seoyoung and  Yoon, Seobin and  Lee, Seongbeen and  Chun, Yoojung and  Park, Dayoung and  Kim, Doyeon and  Sim, Joo Yong",2026,10.65109/brag3288,,0f317268559c8fd1e4f23bdd0099d5dcd0a9a1dd5ac26290fb1f43043c216ad9,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,local_pdf_sha256,not_applicable_or_unresolved,,,misc,REC-000460.pdf
WF-0469,WF-0469,Agent S: An Open Agentic Framework that Uses Computers Like a Human,Saaket Agashe and Jiuzhou Han and Shuyu Gan and Jiachen Yang and Ang Li and Xin Eric Wang,2024,,2410.08164,ee8c9b38e20b5f747bd78828d96beab0b266eb99baaafe44c3936ff0d89cb92b,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2410.08164v1,10 Oct 2024,https://arxiv.org/abs/2410.08164v1,,misc,REC-000469.pdf
WF-0470,WF-0470,BrowserAgent: Building Web Agents with Human-Inspired Web Browsing Actions,"Yu, Tao and  Zhang, Zhengbo and  Lyu, Zhiheng and  Gong, Junhao and  Yi, Hongzhu and  Wang, Xinming and  Zhou, Yuxuan and  Yang, Jiabing and  Nie, Ping and  Huang, Yan and  Chen, Wenhu",2026,,2510.10666,1f6670fd4a32d874ceededb9431fe0dcb1da4b7159eb27bd5f72d5b921810380,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2510.10666v2,14 Oct 2025,,,misc,REC-000470.pdf
WF-0479,WF-0479,Large Language Model-Brained GUI Agents: A Survey,Chaoyun Zhang and Shilin He and Jiaxu Qian and Bowen Li and Liqun Li and Si Qin and Yu Kang and Minghua Ma and Guyue Liu and Qingwei Lin and Saravan Rajmohan and Dongmei Zhang and Qi Zhang,2024,,2411.18279,8419cb8f386bdc982b46ca9a4c81f5bcc026e153509ce2fc7e216fffb3950cea,arxiv_identity_checked,secondary_context,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2411.18279v12,6 May 2025,https://arxiv.org/abs/2411.18279v12,,misc,REC-000479.pdf
WF-0481,WF-0481,Learning from Online Videos at Inference Time for Computer-Use Agents,"Liu, Yujian and  Wang, Ze and  Chen, Hao and  Sun, Ximeng and  Yu, Xiaodong and  Wu, Jialian and  Liu, Jiang and  Barsoum, Emad and  Liu, Zicheng and  Chang, Shiyu",2026,,2511.04137,eff14278fc015facde71f77089c55a9aeb04272af17b9f89777d8245d183dc17,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2511.04137v1,6 Nov 2025,,,misc,REC-000481.pdf
WF-0487,WF-0487,Symbiotic Cooperation for Web Agents: Harnessing Complementary Strengths of Large and Small LLMs,"Zhang, Ruichen and  Qiu, Mufan and  Tan, Zhen and  Zhang, Mohan and  Lu, Vincent and  Peng, Jie and  Xu, Kaidi and  Agudelo, Leandro Z. and  Qian, Peter and  Chen, Tianlong",2026,,2502.07942,d6497ce7b052dc7659320efccf97ceb0a56d38267b38a986abb24d7f44ac5735,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2502.07942v2,6 Mar 2025,,,misc,REC-000487.pdf
WF-0490,WF-0490,Tree Search for Language Model Agents,"Koh, Jing Yu and  McAleer, Stephen and  Fried, Daniel and  Salakhutdinov, Ruslan",2025,,2407.01476,0b21710f26db2e9383f768cdaea5755f1a39fb0b5eafffdfa5451a33d106e130,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2407.01476v4,8 Feb 2026,,,misc,REC-000490.pdf
WF-0491,WF-0491,VIDEOWEBARENA: EVALUATING LONG CONTEXT MULTIMODAL AGENTS WITH VIDEO UNDERSTANDING WEB TASKS,"Jang, Lawrence and  Li, Yinheng and  Zhao, Dan and  Ding, Charles and  Lin, Justin and  Liang, Paul Pu and  Bonatti, Rogerio and  Koishida, Kazuhito",2025,,2410.19100,3ecbbf399119e74980bfb550bf4fd916297c1109c9a47edd6b2989955d0ac8ba,local_metadata_pending,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2410.19100v3,15 Feb 2025,,,misc,REC-000491.pdf
